Product_ID,Sale_Date,Sales_Rep,Quantity_Sold,Product_Category,Unit_Cost,Unit_Sale_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Total_Sale_Amount_No_Discount,Total_Sale_Amount_with_Discount,Total_Unit_Cost_of_Sale,Total_Profit_Per_Sale,Provence,Provence_and_Sales_Rep
1043,2023-11-26,Bob,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,6559.26,4919.44,6027.299999999999,-1107.86,Munster,Munster-Bob
1029,2023-12-19,Eve,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,67215.75,53100.44,64787.1,-11686.66,Ulster,Ulster-Eve
1036,2023-04-28,Charlie,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,111161.25,101156.74,100943.25,213.49,Connacht,Connacht-Charlie
1013,2023-10-21,David,20,Electronics,1533.36,1649.74,Returning,0.1,Bank Transfer,Online,32994.8,29695.32,30667.199999999997,-971.88,Leinster,Leinster-David
1032,2023-06-08,Eve,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,249312.0,226873.92,235808.09,-8934.17,Connacht,Connacht-Eve
1071,2023-10-30,Alice,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,70087.81999999999,69386.94,59430.579999999994,9956.36,Connacht,Connacht-Alice
1059,2023-08-16,Alice,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,67052.79,55653.82,65321.34,-9667.52,Connacht,Connacht-Alice
1086,2023-12-31,Alice,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,128381.88,101421.69,112837.89,-11416.2,Munster,Munster-Alice
1028,2023-08-04,Alice,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,131097.72,97012.31,127312.16,-30299.85,Ulster,Ulster-Alice
1066,2023-07-03,Charlie,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,43010.4,41289.98,38689.65,2600.33,Ulster,Ulster-Charlie
1042,2023-01-15,David,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,108887.06000000001,91465.13,99929.48000000001,-8464.35,Munster,Munster-David
1045,2023-06-06,Bob,15,Electronics,316.22,799.04,New,0.0,Bank Transfer,Online,11985.599999999999,11985.6,4743.3,7242.3,Munster,Munster-Bob
1062,2023-05-16,Charlie,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,13954.560000000001,13535.92,7328.719999999999,6207.2,Ulster,Ulster-Charlie
1057,2023-09-18,Charlie,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,50693.5,49679.63,45547.75,4131.88,Connacht,Connacht-Charlie
1006,2023-06-06,Bob,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,46057.619999999995,35924.94,35734.02,190.92,Leinster,Leinster-Bob
1028,2023-02-16,Bob,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,53807.04,52730.9,47258.159999999996,5472.74,Leinster,Leinster-Bob
1028,2023-11-20,Alice,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,4956.05,3915.28,3674.6,240.68,Leinster,Leinster-Alice
1044,2023-11-28,Charlie,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,23041.44,21428.54,22223.579999999998,-795.04,Connacht,Connacht-Charlie
1084,2023-06-22,Eve,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,227636.36000000002,168450.91,210306.53,-41855.62,Ulster,Ulster-Eve
1030,2023-05-10,Bob,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,202688.24000000002,154043.06,201955.52000000002,-47912.46,Munster,Munster-Bob
1062,2023-04-05,Bob,48,Food,2487.19,2521.45,New,0.29,Cash,Online,121029.59999999999,85931.02,119385.12,-33454.1,Ulster,Ulster-Bob
1075,2023-04-25,David,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,168211.12,122794.12,154848.76,-32054.64,Connacht,Connacht-David
1092,2023-08-31,Eve,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,209732.8,151007.62,201394.05999999997,-50386.44,Munster,Munster-Eve
1089,2023-10-19,Eve,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,59746.41,44212.34,48772.42,-4560.08,Connacht,Connacht-Eve
1062,2023-10-09,Bob,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,8136.6,6427.91,6326.36,101.55,Leinster,Leinster-Bob
1097,2023-10-26,Alice,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,136255.77000000002,129442.98,126543.33,2899.65,Leinster,Leinster-Alice
1001,2023-10-10,David,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,54242.81999999999,49903.39,46846.799999999996,3056.59,Connacht,Connacht-David
1027,2023-03-10,Eve,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,59816.4,56227.42,52739.61,3487.81,Munster,Munster-Eve
1062,2023-05-28,Bob,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,28131.600000000002,23067.91,26128.48,-3060.57,Munster,Munster-Bob
1077,2023-01-11,Eve,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,33967.15,28872.08,20487.95,8384.13,Ulster,Ulster-Eve
1003,2023-09-11,David,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,95291.24,70515.52,92805.46,-22289.94,Leinster,Leinster-David
1070,2023-11-26,David,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,130338.0,92539.98,123598.4,-31058.42,Ulster,Ulster-David
1072,2023-12-26,Charlie,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,47707.75,41982.82,38245.09,3737.73,Ulster,Ulster-Charlie
1027,2023-02-07,Bob,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,3815.9700000000003,3243.57,2997.27,246.3,Connacht,Connacht-Bob
1009,2023-05-14,David,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,129243.2,91762.67,111988.4,-20225.73,Connacht,Connacht-David
1062,2023-07-19,Charlie,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,30547.9,28104.07,29404.0,-1299.93,Ulster,Ulster-Charlie
1037,2023-01-23,Charlie,25,Food,1074.62,1382.43,Returning,0.24,Credit Card,Retail,34560.75,26266.17,26865.499999999996,-599.33,Leinster,Leinster-Charlie
1097,2023-10-30,Eve,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,211460.48,196658.25,208958.54,-12300.29,Connacht,Connacht-Eve
1051,2023-12-12,Eve,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,6337.68,5070.14,3736.88,1333.26,Ulster,Ulster-Eve
1044,2023-10-29,Charlie,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,24159.300000000003,22226.56,19939.260000000002,2287.3,Ulster,Ulster-Charlie
1024,2023-12-29,Eve,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,18572.6,13558.0,17089.5,-3531.5,Ulster,Ulster-Eve
1079,2023-08-06,David,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,69630.75,57793.52,63310.50000000001,-5516.98,Ulster,Ulster-David
1059,2023-05-21,Alice,37,Electronics,4146.99,4172.35,Returning,0.06,Cash,Retail,154376.95,145114.33,153438.63,-8324.3,Ulster,Ulster-Alice
1032,2023-04-14,David,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,170139.6,158229.83,167055.75,-8825.92,Ulster,Ulster-David
1096,2023-07-29,Charlie,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,162282.42,137940.06,150315.08,-12375.02,Connacht,Connacht-Charlie
1088,2023-04-21,Charlie,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,32116.050000000003,22802.4,18547.82,4254.58,Leinster,Leinster-Charlie
1052,2023-04-14,David,5,Furniture,745.71,856.91,Returning,0.23,Bank Transfer,Retail,4284.55,3299.1,3728.55,-429.45,Ulster,Ulster-David
1062,2023-11-12,Eve,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,16543.89,14062.31,13212.449999999999,849.86,Munster,Munster-Eve
1058,2023-06-20,Eve,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,146353.91999999998,131718.53,125495.04000000001,6223.49,Connacht,Connacht-Eve
1052,2023-12-22,Charlie,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,8035.82,6750.09,7505.36,-755.27,Connacht,Connacht-Charlie
1012,2023-11-20,Bob,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,4528.77,3532.44,4190.83,-658.39,Ulster,Ulster-Bob
1039,2023-05-13,Eve,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,157832.80000000002,119952.93,141458.4,-21505.47,Connacht,Connacht-Eve
1002,2023-10-20,David,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,143528.4,129175.56,139396.5,-10220.94,Ulster,Ulster-David
1003,2023-11-24,Eve,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,42484.86,33138.19,40774.58,-7636.39,Leinster,Leinster-Eve
1056,2023-05-07,David,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,44137.52,35310.02,43848.84,-8538.82,Leinster,Leinster-David
1081,2023-04-16,Charlie,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,81139.08,57608.75,59934.600000000006,-2325.85,Connacht,Connacht-Charlie
1059,2023-04-02,Eve,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,47469.0,34177.68,41953.8,-7776.12,Connacht,Connacht-Eve
1002,2023-10-14,David,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,54184.649999999994,41180.33,39183.69,1996.64,Munster,Munster-David
1002,2023-02-20,Charlie,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,14499.940000000002,11309.95,13232.44,-1922.49,Connacht,Connacht-Charlie
1092,2023-01-29,Bob,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,37879.14,34848.81,34898.5,-49.69,Munster,Munster-Bob
1054,2023-10-23,David,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,33416.48,25062.36,32937.04,-7874.68,Leinster,Leinster-David
1087,2023-10-24,Bob,28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,15949.64,13876.19,15451.240000000002,-1575.05,Leinster,Leinster-Bob
1096,2023-08-02,Bob,30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,128453.7,118177.4,119095.8,-918.4,Ulster,Ulster-Bob
1097,2023-09-24,Alice,9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,40932.81,36020.87,36605.520000000004,-584.65,Leinster,Leinster-Alice
1001,2023-09-14,Eve,39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,112697.13,84522.85,95053.14000000001,-10530.29,Munster,Munster-Eve
1019,2023-10-29,David,31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,21238.100000000002,20388.58,10344.39,10044.19,Connacht,Connacht-David
1002,2023-04-11,Bob,21,Food,914.22,971.57,Returning,0.14,Cash,Online,20402.97,17546.55,19198.62,-1652.07,Ulster,Ulster-Bob
1053,2023-12-12,Alice,47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,173716.69999999998,147659.19,166932.72,-19273.53,Munster,Munster-Alice
1044,2023-04-20,Charlie,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,127164.42,125892.78,121492.20000000001,4400.58,Connacht,Connacht-Charlie
1090,2023-07-01,David,31,Furniture,4496.86,4880.8,New,0.06,Cash,Retail,151304.80000000002,142226.51,139402.66,2823.85,Ulster,Ulster-David
1032,2023-11-09,Bob,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,83435.0,62576.25,73357.5,-10781.25,Leinster,Leinster-Bob
1070,2023-01-01,Eve,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,10356.36,7767.27,7971.960000000001,-204.69,Munster,Munster-Eve
1032,2023-11-15,Alice,1,Food,651.0,865.76,Returning,0.09,Bank Transfer,Retail,865.76,787.84,651.0,136.84,Connacht,Connacht-Alice
1068,2023-02-24,Bob,22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,80331.24,59445.12,79631.42,-20186.3,Ulster,Ulster-Bob
1055,2023-05-29,Eve,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,44456.4,34231.43,38389.2,-4157.77,Ulster,Ulster-Eve
1075,2023-11-05,Bob,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,70545.68000000001,61374.74,61993.87,-619.13,Leinster,Leinster-Bob
1056,2023-05-17,David,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,118863.94,92713.87,115699.9,-22986.03,Connacht,Connacht-David
1017,2023-07-21,David,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,404.69,287.33,172.59,114.74,Leinster,Leinster-David
1038,2023-11-09,David,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,1709.71,1470.35,1281.65,188.7,Leinster,Leinster-David
1024,2023-04-27,Alice,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,99283.8,92333.93,86900.1,5433.83,Connacht,Connacht-Alice
1069,2023-06-03,David,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,62280.96000000001,44842.29,60236.4,-15394.11,Connacht,Connacht-David
1098,2023-10-18,Eve,21,Furniture,725.03,828.95,New,0.18,Bank Transfer,Online,17407.95,14274.52,15225.63,-951.11,Connacht,Connacht-Eve
1070,2023-03-04,Bob,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,58442.85,56689.56,54804.899999999994,1884.66,Munster,Munster-Bob
1086,2023-09-01,Charlie,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,72457.57,60139.78,69276.36,-9136.58,Connacht,Connacht-Charlie
1011,2023-01-25,Eve,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,33226.6,28242.61,29139.44,-896.83,Ulster,Ulster-Eve
1016,2023-03-31,Eve,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,157803.36000000002,116774.49,147568.44,-30793.95,Leinster,Leinster-Eve
1097,2023-03-16,David,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,78919.40000000001,66292.3,68547.15,-2254.85,Munster,Munster-David
1073,2023-10-21,Alice,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,133134.75,122483.97,115114.05,7369.92,Connacht,Connacht-Alice
1059,2023-07-29,Bob,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,71428.48,57142.78,68595.36,-11452.58,Munster,Munster-Bob
1070,2023-12-13,Alice,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,33335.6,28001.9,30098.16,-2096.26,Connacht,Connacht-Alice
1080,2023-01-17,Bob,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,197928.75,184073.74,189660.51,-5586.77,Munster,Munster-Bob
1093,2023-05-08,Bob,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,12997.18,10787.66,12365.46,-1577.8,Leinster,Leinster-Bob
1003,2023-12-30,Alice,17,Furniture,395.11,676.66,Returning,0.25,Cash,Retail,11503.22,8627.41,6716.87,1910.54,Leinster,Leinster-Alice
1020,2023-09-08,Eve,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,124030.92,122790.61,116281.1,6509.51,Ulster,Ulster-Eve
1059,2023-06-28,Bob,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,31690.1,25668.98,25607.14,61.84,Ulster,Ulster-Bob
1036,2023-07-01,Alice,17,Furniture,1475.0,1840.77,Returning,0.1,Credit Card,Online,31293.09,28163.78,25075.0,3088.78,Connacht,Connacht-Alice
1019,2023-06-01,Bob,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,155684.48,141672.88,138215.5,3457.38,Leinster,Leinster-Bob
1090,2023-01-25,Charlie,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,78970.95000000001,69494.44,71234.42,-1739.98,Munster,Munster-Charlie
1067,2023-06-29,Eve,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,222026.88,199824.19,207327.36,-7503.17,Munster,Munster-Eve
1019,2023-07-17,David,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,26359.059999999998,19769.29,22598.66,-2829.37,Munster,Munster-David
1020,2023-12-10,Bob,45,Electronics,4268.45,4551.6,New,0.08,Bank Transfer,Online,204822.00000000003,188436.24,192080.25,-3644.01,Ulster,Ulster-Bob
1096,2023-06-10,Charlie,6,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,4452.0,3472.56,1515.72,1956.84,Munster,Munster-Charlie
1071,2023-06-26,David,35,Clothing,295.82,684.67,New,0.03,Credit Card,Online,23963.449999999997,23244.55,10353.699999999999,12890.85,Ulster,Ulster-David
1052,2023-10-12,David,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,147130.53999999998,104462.68,144275.32,-39812.64,Ulster,Ulster-David
1033,2023-03-04,Bob,14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,10553.34,8548.21,5073.32,3474.89,Connacht,Connacht-Bob
1040,2023-05-30,Alice,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,82267.86,64991.61,77870.54,-12878.93,Munster,Munster-Alice
1039,2023-06-03,Bob,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,28874.72,26276.0,27041.12,-765.12,Munster,Munster-Bob
1082,2023-06-05,Charlie,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,27489.0,24190.32,25792.05,-1601.73,Leinster,Leinster-Charlie
1001,2023-02-18,David,27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,34746.840000000004,32314.56,25353.54,6961.02,Connacht,Connacht-David
1011,2023-12-03,Bob,13,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,24473.41,17620.86,18754.97,-1134.11,Leinster,Leinster-Bob
1092,2023-03-25,Alice,49,Furniture,2315.0,2467.28,New,0.15,Bank Transfer,Retail,120896.72000000002,102762.21,113435.0,-10672.79,Connacht,Connacht-Alice
1057,2023-12-27,Bob,31,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,76053.84999999999,61603.62,74497.95999999999,-12894.34,Munster,Munster-Bob
1089,2023-06-26,Eve,35,Furniture,3925.85,4082.11,New,0.22,Cash,Online,142873.85,111441.6,137404.75,-25963.15,Ulster,Ulster-Eve
1050,2023-05-28,Alice,6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,24616.32,21908.52,22579.56,-671.04,Ulster,Ulster-Alice
1023,2023-04-28,Charlie,5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,12411.7,9681.13,11556.25,-1875.12,Ulster,Ulster-Charlie
1031,2023-12-08,David,22,Food,4236.05,4382.32,New,0.2,Bank Transfer,Online,96411.04,77128.83,93193.1,-16064.27,Ulster,Ulster-David
1094,2023-03-04,Bob,49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,35076.16,27710.17,30158.030000000002,-2447.86,Ulster,Ulster-Bob
1042,2023-07-08,Alice,23,Electronics,1314.0,1567.78,Returning,0.15,Credit Card,Retail,36058.94,30650.1,30222.0,428.1,Leinster,Leinster-Alice
1099,2023-12-26,Eve,25,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,107342.24999999999,95534.6,103711.99999999999,-8177.4,Connacht,Connacht-Eve
1007,2023-02-18,Alice,34,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,77835.18,72386.72,65316.38,7070.34,Munster,Munster-Alice
1016,2023-11-23,Eve,26,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,128814.14000000001,96610.61,127578.1,-30967.49,Leinster,Leinster-Eve
1090,2023-09-14,Charlie,47,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,126586.51,103800.94,110823.65,-7022.71,Connacht,Connacht-Charlie
1060,2023-08-12,David,5,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,20482.399999999998,17819.69,19850.4,-2030.71,Ulster,Ulster-David
1002,2023-05-21,Charlie,26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,59570.42,42890.7,53076.92,-10186.22,Connacht,Connacht-Charlie
1001,2023-08-03,Bob,20,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,46074.0,45613.26,43070.4,2542.86,Connacht,Connacht-Bob
1048,2023-07-30,Alice,6,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,13856.579999999998,10253.87,11671.619999999999,-1417.75,Ulster,Ulster-Alice
1012,2023-11-14,Eve,6,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,24495.72,17147.0,21656.52,-4509.52,Ulster,Ulster-Eve
1069,2023-02-01,Eve,18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,57952.44,42305.28,49683.78,-7378.5,Ulster,Ulster-Eve
1037,2023-06-07,Alice,4,Food,4721.7,5017.58,New,0.24,Cash,Retail,20070.32,15253.44,18886.8,-3633.36,Munster,Munster-Alice
1032,2023-10-12,Alice,17,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,25986.03,23127.57,21962.47,1165.1,Ulster,Ulster-Alice
1009,2023-11-01,Bob,14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,13422.64,12483.06,7669.0599999999995,4814.0,Munster,Munster-Bob
1099,2023-10-13,Charlie,14,Food,1996.64,2341.47,Returning,0.22,Credit Card,Online,32780.579999999994,25568.85,27952.960000000003,-2384.11,Ulster,Ulster-Charlie
1019,2023-05-24,Eve,13,Food,3102.73,3202.68,New,0.09,Cash,Online,41634.84,37887.7,40335.49,-2447.79,Munster,Munster-Eve
1048,2023-01-19,Bob,7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,33062.4,31409.28,30176.649999999998,1232.63,Connacht,Connacht-Bob
1080,2023-01-18,Charlie,44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,87288.08,66338.94,77601.48000000001,-11262.54,Leinster,Leinster-Charlie
1003,2023-09-14,Bob,15,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,50832.600000000006,46257.67,49293.6,-3035.93,Connacht,Connacht-Bob
1020,2023-03-19,Eve,19,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,36699.64,26790.74,33886.12,-7095.38,Connacht,Connacht-Eve
1024,2023-06-24,Alice,43,Clothing,3105.24,3246.33,New,0.25,Cash,Online,139592.19,104694.14,133525.31999999998,-28831.18,Ulster,Ulster-Alice
1054,2023-07-13,Alice,47,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,220627.87,165470.9,208200.6,-42729.7,Munster,Munster-Alice
1033,2023-04-23,Charlie,44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,58082.64,44723.63,52589.68,-7866.05,Leinster,Leinster-Charlie
1024,2023-04-24,David,35,Furniture,2051.0,2121.55,Returning,0.26,Cash,Retail,74254.25,54948.14,71785.0,-16836.86,Ulster,Ulster-David
1075,2023-08-10,Charlie,17,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,85633.59000000001,65081.53,84433.22,-19351.69,Ulster,Ulster-Charlie
1072,2023-06-15,David,35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,162580.95,133316.38,152227.59999999998,-18911.22,Ulster,Ulster-David
1036,2023-11-15,Bob,19,Furniture,2844.97,3215.0,Returning,0.09,Credit Card,Retail,61085.0,55587.35,54054.42999999999,1532.92,Connacht,Connacht-Bob
1038,2023-05-12,Bob,20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,55497.200000000004,40512.96,52146.2,-11633.24,Munster,Munster-Bob
1084,2023-09-21,Eve,36,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,53487.0,40115.25,52515.72,-12400.47,Munster,Munster-Eve
1099,2023-02-24,David,35,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,93888.55,80744.15,91356.65000000001,-10612.5,Leinster,Leinster-David
1089,2023-12-25,Eve,32,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,150614.4,149108.26,135952.0,13156.26,Munster,Munster-Eve
1099,2023-05-11,Alice,48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,177285.59999999998,143601.34,165197.28,-21595.94,Munster,Munster-Alice
1025,2023-10-15,David,44,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,75590.68000000001,74078.87,65371.68,8707.19,Ulster,Ulster-David
1093,2023-09-23,Charlie,40,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,43035.600000000006,30985.63,41890.0,-10904.37,Ulster,Ulster-Charlie
1018,2024-01-01,Alice,24,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,41515.44,29475.96,32706.72,-3230.76,Connacht,Connacht-Alice
1082,2023-06-11,Alice,17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,19704.02,18521.78,15135.269999999999,3386.51,Ulster,Ulster-Alice
1066,2023-03-28,Charlie,7,Clothing,523.42,632.44,New,0.2,Bank Transfer,Online,4427.08,3541.66,3663.9399999999996,-122.28,Ulster,Ulster-Charlie
1054,2023-02-24,Alice,43,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,94112.37999999999,91289.01,91362.95999999999,-73.95,Ulster,Ulster-Alice
1035,2023-10-15,David,1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,808.69,630.78,610.83,19.95,Ulster,Ulster-David
1080,2023-06-27,Eve,35,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,46241.3,41617.17,31533.95,10083.22,Connacht,Connacht-Eve
1061,2023-12-15,Alice,32,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,102184.0,81747.2,88296.32,-6549.12,Ulster,Ulster-Alice
1041,2023-01-08,David,36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,42125.76,37491.93,31131.72,6360.21,Leinster,Leinster-David
1100,2023-11-17,Bob,13,Food,366.2,732.69,New,0.04,Cash,Retail,9524.970000000001,9143.97,4760.599999999999,4383.37,Leinster,Leinster-Bob
1033,2023-11-09,David,6,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,10125.0,8910.0,9726.42,-816.42,Leinster,Leinster-David
1068,2023-09-04,Eve,14,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,20142.64,19538.36,15968.119999999999,3570.24,Leinster,Leinster-Eve
1033,2023-11-19,David,37,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,108690.09000000001,90212.77,96228.12000000001,-6015.35,Ulster,Ulster-David
1014,2023-09-12,Charlie,48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,31923.36,31604.13,26722.56,4881.57,Leinster,Leinster-Charlie
1021,2023-11-24,Eve,15,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,63188.25,53078.13,56569.05,-3490.92,Ulster,Ulster-Eve
1048,2023-02-23,Bob,47,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,218146.27,159246.78,213185.41999999998,-53938.64,Connacht,Connacht-Bob
1020,2023-09-06,Charlie,4,Clothing,3730.0,3893.6,New,0.25,Bank Transfer,Retail,15574.4,11680.8,14920.0,-3239.2,Leinster,Leinster-Charlie
1008,2023-08-27,David,40,Clothing,2687.49,3001.56,Returning,0.26,Bank Transfer,Online,120062.4,88846.18,107499.59999999999,-18653.42,Munster,Munster-David
